text,intents
"I'm looking to book a train that leaves on Wednesday after 12:45, if you could help me with this that would be great!",find_train
I also need to find a train leaving on monday after 8:45,find_train
Hello! I'm looking for a train leaving on thursday departing from bishops stortford.,find_train
I'm looking for a train going to kings lynn.,find_train
I am looking for a train to pick me up at Birmingham New Street and arrive in Cambridge before 12:00 on the day of my reservation.,find_train
I also need a train to peterborough on sunday to cambridge that leaves after 11:30.,find_train
Are there trains leaving Cambridge after 18:15?,find_train
I want to book a train from stansted airport on thursday.,find_train
"Great thank you, I also need a train to arrive by 20:15 and traveling on monday.",find_train
I'm looking to book a train that goes to ely and leaves on sunday please.,find_train
I am also looking for a train. The train should depart from bishops stortford and should go to cambridge.,find_train
"Arrival time isn't the issue, but I have morning meeting so I can't leave bishops stortford until after 12:15 .",find_train
"Hello, I am looking for a train to Cambridge and need to arrive by 15:00.",find_train
"Fantastic, I'd also like a train leaving on Sunday, please.",find_train
I'm trying to find a train that goes to Cambridge arriving by 09:15.,find_train
Are there any trains running this Friday?,find_train
That is all for the hotel room. could you help me with one last thing? I need the travel time for train TR7047,find_train
I am looking for a train from cambridge,find_train
i am leaving from norwich and going to cambridge.,find_train
I am also looking for a train. Can you help me with that?,find_train
I need a train to cambridge that will get me there by 20:30.,find_train
I am looking for information on places to go in Cambridge. Can you help with that?,find_train
I also need a train leaving after 11:00 on friday,find_train
Hi! I am planning a trip to Cambridge and am looking to catch a train from leicester. I need to arrive in Cambridge by 14:45. Is there a train that would work for me?,find_train
I also need a train going to cambridge departing from birmingham new street. I'd like to leave at 09:15.,find_train
"I need an information on a train leaving Cambridge on Wednesday, please.",find_train
I'm looking for a train from norwich to cambridge.,find_train
I also need a train to Broxbourne.,find_train
"Hello, I'm looking for a train departing from ely.",find_train
hi am looking for a train leaving broxbourne at 11:00.,find_train
I also need a train.,find_train
Find me a train out of Cambridge to london kings cross,find_train
Do you book trains for the bishops stortford?,find_train
I am planning a trip in Cambridge,find_train
I am planning a trip in Cambridge,find_train
I need a train that goes to Cambridge and departs from Bishops Stortford.,find_train
Hi there. I have a business trip in Cambridge coming up and I have no idea what the train schedule might be. Would you be able to help with that?,find_train
I am also looking for a train departing from Cambridge leaving on Wednesday.,find_train
Is there a train that leaves after 08:15 on wednesday?,find_train
Looking for atrain leaving on Tuesday to Cambridge.,find_train
I also need a train departing from cambridge going to broxbourne.,find_train
"Yes, I need a train going from Cambridge to Stevenage on Tuesday.",find_train
"Thank you! I also would like information about a train, please, leaving Cambridge after 21:00.",find_train
"No, that's fine, but I need a train from london liverpool street arriving by 9:00.",find_train
"thanks, I'll also need a train from cambridge to kings lynn.",find_train
Please find me a train out of bishops stortford on Tuesday,find_train
Could you help me find a train going to Cambridge on Tuesday?,find_train
"No thank you. However, I am looking for a train. I need to depart from London Kings Cross and travel to Cambridge.",find_train
I need a train.,find_train
I need a train to peterborough from cambridge on sunday.,find_train
"No, but I'm interested in train information. Is there anything running from Peterborough on Wednesday?",find_train
I also need a train that is leaving on Thursday going to Cambridge.,find_train
I also need a train to Cambridge from London kings cross. I need to be there by 09:30.,find_train
I am looking for a train from Cambridge leaving Monday.,find_train
"Hey, I'm headed to birmingham new street on Friday. Please find me a train",find_train
I am also needing train tickets for Tuesday going to London Liverpool Street.,find_train
I'm looking for a train departing on saturday from cambridge.,find_train
Hello I need a train to Bishops Stortford please,find_train
"Hi there, I'm trying to book a train for Saturday that leaves after 18:45.",find_train
"I'm sorry, before we book the restaurant.. can you make sure the train is departing from Cambridge, please?",find_train
"OK, just get me a train. The train should arrive by 17:15 and should leave on Wednesday.",find_train
I am also looking for train schedules. Can you help me with that?,find_train
"Yes, i need a train leaving london kings on Thursday.",find_train
Are there any trains going to Cambridge on Friday?,find_train
"I have no preference, I just need to arrive by 14:15",find_train
i need a train out of cambridge,find_train
Thanks. I am also looking for a train to Broxbourne from Cambridge.,find_train
Is there a train from london liverpool street that arrives by 17:15?,find_train
I would like to book a train to Leicester that leaves on Saturday.,find_train
I am looking for a train leaving from Leicester.,find_train
Thanks. I also need train tickets from leicester to cambridge please,find_train
"I also need a train for Thursday running from Norwich to Cambridge, and I'd like to arrive by 10:30. Can you help with that?",find_train
Thank you! I also need a train going to cambridge.,find_train
Hi! I need a train to Broxbourne after 10:30.,find_train
I need a train departing from cambridge on friday.,find_train
"Great, thanks, sorry for the confusion earlier! Can you help me find a train, too, please? I'm traveling from Bishops Stortford to Cambridge on the same day as my hotel reservation.",find_train
Can you help me find a train leaving on sunday and arriving by 18:15?,find_train
"No, I also need a train leaving cambridge monday going to kings lynn please.",find_train
I am planning a trip in Cambridge.,find_train
"I also need a train to Cambridge, arrive by 21:45.",find_train
I'm also looking for a train leaving from Cambridge and arriving by 15:15.,find_train
"I am planning your trip in Cambridge. I need a train,The train should depart from birmingham new street and should leave on sunday",find_train
Thanks so much! Can you help me with train tickets too?,find_train
Thank you. I also need a train from Birmingham new street on Sunday.,find_train
"That's OK, I'll do it later. Can you tell me if there are any trains departing Cambridge on Tuesday?",find_train
Can you help me find a train? I am looking for that departs from Cambridge on Saturday.,find_train
I am planning a trip to Cambridge on a train. I want to leave form bishops stortford...can you help me with that?,find_train
I am looking for a train to Cambridge on Friday that departs after 14:30.,find_train
Great I also need a train please.,find_train
Ok great. I need to get a train ticket going too kings lynn on friday. Can you help me?,find_train
Hi. Can you help me find a train?,find_train
I am looking for a train going to Cambridge after 12:15,find_train
I aM looking for a train. The train should depart from peterborough and should leave after 12:30.,find_train
I need a train leaving from stansted airport.,find_train
I am planning a trip in Cambridge,find_train
Thanks! I'm also looking for a train leaving on wednesday and arrive at 12:00,find_train
Yes I need a train from Cambridge to Birmingham New Street to arrive 18:15.,find_train
"I need to catch a train on Thursday, departing from Birmingham New Street.",find_train
"Hello, I'd like some information on a train today.",find_train
"ok, now i need a train.",find_train
"Yes, I'm going to need a train on Sunday.",find_train
"Not right now, but thanks. I do need a train to cambridge that leaves after 18:30, though.",find_train
I also need to find a train for Friday. Can you help?,find_train
I'd like some help finding a train leaving peterborough on tuesday.,find_train
"Actually, I need to book a train departing from Cambridge.",find_train
Hi there. I want to come into the Cambridge area and thought of an airplane but its is extremely costly. I am wondering about a train instead.,find_train
"Hello, do you have a train doing to norwich from cambridge?",find_train
I need train tickets.,find_train
I would like it to arrive by 20:30 please.,find_train
Can you help me find a train departing cambridge going to bishops stortford?,find_train
Could you please get me a train?,find_train
Great! Can you please help me with finding a train as well? I need something leaving london liverpool street after 16:30.,find_train
I am currently in Cambridge and I am looking for train departure times.,find_train
I am looking for information in Cambridge,find_train
Thank you. I also need information on a train to Leicester on Thursday.,find_train
I would like a train that leaves from stansted airport after 16:15,find_train
I need to find a train from ely to Cambridge TownInfo centre.,find_train
Okay. Thank you. I'm also looking for a train that's departing from Kings Lynn heading to Cambridge.,find_train
I would like to arrive by 9:00.,find_train
Can you help me get train tickets leaving london kings cross arriving by 18:30?,find_train
"Thanks so much, but I just realized I am missing a crucial bit of info. What is the departure time on my train, please? The corrected train, that is.",find_train
I need a train to cambridge on monday.,find_train
I'm looking for trains that will be leaving on Sunday.,find_train
I'll check that out. Can you also find me a train for Monday I'm leaving leicester?,find_train
"Yes, I need a train to cambridge",find_train
"Can you tell me when that departs and the total travel time? Also, how much is it?",find_train
I am looking to leave Kings Lynn station and arrive by 9:45,find_train
I'd like to find out when a train leaves on Sunday for Cambridge.,find_train
Thanks. I also need a train from Bishops Stortford to Cambridge.,find_train
I would like to arrive by 11:00. Could you give me the departure time and train ID?,find_train
"Oh thank you so much. I also need a train from Bishops Stortford, can you help with that?",find_train
No that's ok. I just need the travel time.,find_train
I need a train leaving after 8:15 going to stevenage.,find_train
I am planning a trip to Cambridge looking for a train.,find_train
Absolutely! What is the travel time?,find_train
Great thank you. Can you also help me find a train to london kings cross?,find_train
I am also looking to book a train. I will be departing on Kings Cross station in London this Friday.,find_train
I am trip in Cambridge looking for a restaurant.,find_train
I will also need a train that will leave Cambridge after 2:00 pm to Ely on Tuesday,find_train
Hey. I'm looking for a train from stansted airport.,find_train
I am planning a trip to Cambridge and I am looking for a train can you help out?,find_train
i am looking for a train. The train should leave on Monday and should arrive by 12:45.,find_train
I need to catch a train into Cambridge. Could you help me find one?,find_train
The same day.,find_train
"Thank you for that, I am also looking for a train as well. It should depart from cambridge on Monday.",find_train
The train should leave after 08:45 and should leave on tuesday.,find_train
Yes I need a train on Thursday to go to Cambridge.,find_train
That may be good. How many minutes away is that hospital?,find_train
"Hi, I need to locate a train to Leicester that will arrive by 16:45.",find_train
I am planning a trip in Cambridge.,find_train
I'm also looking for a train from cambridge to norwich that arrives by 12:30 on sunday.,find_train
I also need a train that will arrive by 18:15.,find_train
I also need a train from Broxbourne to Cambridge. Needs to arrive by 8:00.,find_train
Can I please book a train for Friday?,find_train
I need to go to london kings cross by train,find_train
Would it be possible to book a train from cambridge?,find_train
"I need a train, on Thursday. Arriving by 2145.",find_train
I'm trying to take a train from bishops stortford to cambridge,find_train
I need a train from london kings cross to cambridge please.,find_train
Are there any trains on Monday?,find_train
I need a train that leaves after 17:30 on Thursday,find_train
I am needing help with your train schedules.,find_train
I am traveling to Cambridge and looking forward to try local restaurants.,find_train
im also looking for a train from cambidge and shound arrive by 11:45,find_train
"I am looking for a train that leaves Saturday going to ely, do you have a train with those details?",find_train
"Hi, I am looking for a train that goes to bishops stortford and departs from cambridge.",find_train
Good morning! I'm trying to buy a train ticket that goes from Peterborough to Cambridge. Can you help me do this?,find_train
I need a train out of Norwich on Thursday.,find_train
I need a train departing Cambridge and arriving by 08:15.,find_train
"Thank you. I also need to check on a train, please.",find_train
I am looking for information in Cambridge.,find_train
That's awesome. Can you also look for a train for me? I'd like to leave on friday after 18:15.,find_train
"I need to arrive by 15:15, can you give me a train ID matching that and a departure time?",find_train
I also need a train departing from Kings Lynn arriving by 11:15.,find_train
I need some information. on a train to london liverpool street arriving by 13:00.,find_train
looking for a train going to Cambridge.,find_train
I'm planning a trip and I need a train departing from broxbourne on thursday.,find_train
Help me find a train that leaves after 09:45 on Saturday.,find_train
Can you help me find a train leaving on tuesday departing from cambridge?,find_train
I'm looking for a train that leaves on Thursday to go to Cambridge.,find_train
Hello looking to come out there. Currently trying to find a train that leaves on Wednesday so I may arrive by 9:00.,find_train
Never mind. I don't need a train. I am all set.,find_train
I need a train that Departs Tuesday with the destination of cambridge.,find_train
"I need a Friday train, to arrive by 19:30.",find_train
I need a train for tuesday leaving after 13:15. Do you have one?,find_train
I am traveling to Cambridge and looking forward to try local restaurants.,find_train
Also I need a train to Cambridge to depart Norwich at 8:30 on Tuesday. I need the train ID too.,find_train
I need it on Friday please,find_train
"Not quite yet. But can you help me find a train fro Friday, arriving by 21:15?",find_train
I am also looking for a train to go to Birmingham New Street and to leave after 21:30. Can you book me a train that leaves on Saturday?,find_train
I am planning to visit Cambridge and I will need a place to stay.,find_train
Thank you. I appreciate that. Can you also help me find a train into Norwich?,find_train
I'm looking for a train to stevenage that leaves after 11:45,find_train
I also need a train departing from cambridge and should leave after 12:30.,find_train
"Hello, I'd like to find a train to Cambridge on Thursday please.",find_train
I need a train that goes to leicester on sunday,find_train
"Hello, do any trains run on Saturday?",find_train
I don't need anything further.,find_train
I need to find a train going to cambridge from london kings cross.,find_train
I need a train to birmingham new street that leaves after 9:00.,find_train
"Thank you, I will! I also need info for a train.",find_train
I'm looking for a train that goes to cambridge and leaves on friday. Any ideas?,find_train
Thank you! I also need a train going to Broxbourne.,find_train
"Thank you, can I also get a train leaving petterborough and arriving by 11:15",find_train
"Yes, please book this.",find_train
"Of course, my destination will be stansted airport.",find_train
I need a train that leaves on Wednesday after 17:00,find_train
"Yes, can you also help me find a train leaving on Saturday after 15:15?",find_train
I am also looking for a train that goes to kings lynn leaving after 12:30. I would prefer it to leave on Tuesday and depart from cambridge,find_train
I am looking for a train that leaves on Friday and goes to cambidge,find_train
Would you be able to find me a train leaving on Sunday?,find_train
I'm looking to get on a train on Saturday.,find_train
Do you have a train leaving on Sunday?,find_train
I need a train to London Kings Cross on Wednesday.,find_train
I am going to Kings Lynn.,find_train
"Hi, I am planning a trip to Cambridge soon and could use some help with a train.",find_train
"Yes, I need a train on Tuesday from Cambridge.",find_train
"Hi! I need a train to London Liverpool Street. I need an early one, arriving there by 8:30.",find_train
I am looking for a train to cambridge leaving on Sunday.,find_train
"Sorry, I had another concern. I'm looking for a train that goes to Cambridge and arrives by 17:15",find_train
Can you help me find a train from kings lynn?,find_train
I need to catch a train that departs from Leicester after 18:30.,find_train
I need a train that leaves from cambridge.,find_train
"Oh, gosh. My daughter doesn't like the sound of that. She wants to explore the city. Can you help me find a train?",find_train
"Oh, wait, can you help me find a train to Cambridge?",find_train
I need to book a train from birmingham new street to cambridge.,find_train
I'm not sure yet. Can you tell me what trains are traveling to cambridge on thursday?,find_train
I am looking for a train to Cambridge leaving around 16:00 can you find this for me .,find_train
"I want to take a trip to Cambridge, but need some help locating a train. Can you provide some information for me please?",find_train
I am looking for information in Cambridge,find_train
I'm also looking for a train to london liverpool.,find_train
That's alright. But now what I do ned is to find a train from cambridge going to london liverpool street. Could you help me?,find_train
I'm planning a trip in Cambridge. Can you give me train information?,find_train
I need a train that is leaving from ely.,find_train
I also need a train leaving from Cambridge on Friday.,find_train
I'm looking for a train leaving on sunday going to cambridge.,find_train
"I need a train to Norwich, leaving after 21:30.",find_train
I also need a train leaving from norwich arriving at in Cambride by 13:45,find_train
Do you have any trains heading to Cambridge on Tuesday?,find_train
I'm looking for a train from Ely to Cambridge.,find_train
"Hi! I need a train from London Liverpool street sometime after 19:30, please.",find_train
"I need to take a train to Cambridge, it would have to be late after 21:45",find_train
"Yes, I need a train departing cambridge going to leicester.",find_train
I'm looking for a train to take 5me to Cambridge.,find_train
I need a train that gets me into Cambridge by 21:30,find_train
"I'm sorry, I actually need a train on Wednesday from Peterborough to Cambridge. I need to arrive by 10:00.",find_train
can you book me a train to Cambridge that leaves on Saturday.,find_train
Hi! I need a train to birmingham new street.,find_train
I am also looking for a train leaving after 11:00 for Kings Lynn.,find_train
a train. The train should arrive by 20:45 and should go to stansted airport,find_train
I'm also looking for information on trains that leave after 21:00 and go to cambridge.,find_train
I need to take a train out of Cambridge on Sunday.,find_train
"I need to take a train from Norwich, leaving after 21:15.",find_train
I need train tickets going to broxbourne leaving on monday please.,find_train
"I need a train on Wednesday, arriving close to 14:45.",find_train
"ok, i'm also looking for a train to cambridge.",find_train
I'm looking for a train please.,find_train
"Great! I also need a train from bishops stortford to cambridge, please.",find_train
I am looking for a train that goes to Cambridge and arrives by 16:30.,find_train
I need to go to the stansted airport on wednesday.,find_train
"May I please have information about a train to Stevenage, leaving on Tuesday?",find_train
"No thanks, but I'd like some information on a train next.",find_train
I'm looking for a train that will depart from bishops stortford and that will arrive by 11:45. I'm looking forward to a good lunch in Cambridge!,find_train
"Hello, I'd like some information on a train departing from kings lynn.",find_train
I also need a train from broxbourne.,find_train
"I would like a train, arriving by 1500 and departing from birmingham new street.",find_train
Are there any trains leaving from Stansted Airport on Thursday?,find_train
"Yes, I need a train leaving after 18:30",find_train
"Hi there, I am looking for a train going to Cambridge, and departing from London liverpool street. Can you book me one?",find_train
"Thank you for that information, you've been very helpful. I will call back when I'm ready to book the train. Goodbye.",find_train
"Thank you, I am also looking for a train, I need it to depart from Cambridge on sunday.",find_train
No thank you. I also need a train that arrives by 19:45 and departs from Cambridge.,find_train
"I'd like a train leaving on Monday and arriving by 11:45, please.",find_train
Thanks! I'm also looking for a train going to cambridge.,find_train
I need to find a train to Cambridge on Sunday.,find_train
"Yes, I am also looking for a train out of Cambridge for Thursday.",find_train
"No need, but I am looking for a train from kings lynn to cambridge. Can you please find one for me.",find_train
Can you assist me in getting a train that leaves after 18:30? Thanks,find_train
I want to take a train from Cambridge to Kings Lynn.,find_train
"Actually, sorry I got ahead of myself. I still want help booking a train that goes to kings lynn on friday after 13:00. I want to book for 5 people.",find_train
I'm travelling from Ely to Cambridge on Tuesday and need help finding a train.,find_train
Thanks. I also need information on a train. I need one that leaves Bishops stortford after 13:30.,find_train
I also need a train departing from cambridge leaving on sunday.,find_train
I'm looking to take a train on Friday from Stevenage.,find_train
"This Saturday, I need to take a train from Ely to Cambridge. Can you assist me?",find_train
I need a train to leave from London's Cross.,find_train
"I'd like a train leaving from Norwich and arriving by 17:15, please.",find_train
"Hello, I need to book a ticket on a train from broxbourne on Friday.",find_train
I want to find a train that leaves from Norwich on Monday.,find_train
I'm looking for a train leaving on Saturday from Kings Lynn.,find_train
I also need a train from Cambridge to Norwich.,find_train
"Yes, that is good. But I really need a train to Cambridge, leaving after 12:15.",find_train
I'm looking for a train from Cambridge leaving on Sunday.,find_train
It should arrive by 8:30.,find_train
I need to take a train to Bishops Stortford on Thursday.,find_train
"I need a train to cambridge from norwich on Sunday, please.",find_train
I need a train on Wednesday,find_train
I am looking for a train departing from london kings cross,find_train
I'd like to find a train please.,find_train
Thanks I also need a train that goes to broxbourne.,find_train
"I'd like to take the train to cambridge from birmingham new street on tuesday, can you help me with that?",find_train
"I need to take a train from Cambridge to the stansted airport, which train would be the best one?",find_train
I am looking for a train that'll leave on friday.,find_train
I need a train on wednesday .,find_train
I need a train leaving cambridge after 17:30.,find_train
I will be departing from Leicester on Friday.,find_train
I need a place to stay out in Cambridge. Can you help me book one?,find_train
I need to get a train ticket for friday please.,find_train
Can you give me the address to the hospital in Cambridge?,find_train
Yes. I'm looking for a train leaving on Monday going to London Liverpool Street.,find_train
I also need a train.,find_train
"Yes, I also need information about trains departing from cambridge.",find_train
"Hello, I am looking for a train from Peterborough to Cambridge please.",find_train
I need a train on Monday leaving birmingham new street?,find_train
I need a train from cambridge and should go to stansted airport.,find_train
"I need to take a train to Stansted airport, arriving no later than 13:30.",find_train
I'm going to Cambridge from london liverpool street. I need to leave on tuesday.,find_train
Thank you. I also need a train that will leave Cambridge on Saturday. I want it to arrive at 12:30 to Ely.,find_train
"I need to get out of Cambridge quick! Can you find me a train for tomorrow, Tuesday?",find_train
Can you help me find a train going to the stansted airport leaving after 18:45?,find_train
I'm looking for a train. The train should arrive by 21:30 and should go to bishops stortford.,find_train
Thanks. I also need train information for Wednesday with an arrival by 16:15.,find_train
I need a train to Kings Lynn.,find_train
"Yes, please, a train from London Liverpool Street to Cambridge.",find_train
I'm looking for a train that runs on Tuesday.,find_train
"Yes, I need to find a train departing from Broxbourne and going to Cambridge.",find_train
Hi! Can you help me find a train? I need to travel on Thursday.,find_train
Thank you so much. I would also like to find a train to take me to Kings Lynn by 10:15.,find_train
Please help me find a train that leaves Norwich after 5:45 PM. Thanks.,find_train
"Hey there, I need a train from stevenage that leaves after 09:45. Can you help?",find_train
What train go there from Cambridge?,find_train
I'd like to depart cambridge to arrive by 12:15 to stansted airport on tuesday.,find_train
"Yes, I need a train to Kings Cross on Tuesday.",find_train
Hi I am looking for a train that will arrive by 08:15 and leave on monday.,find_train
I need to catch a train to London kings cross. I need to get there by 09:15. Can you find me one?,find_train
I need a train to Peterborough that will be there no later than 17:15.,find_train
Yes. Can I please get the arrival time. thank you.,find_train
I need information on trains leaving on Friday.,find_train
I need to find a train that will arrive cambridge by 13:45 on friday,find_train
"Is there such a train that leaves to cambridge, might I include on a tuesday?",find_train
I'm coming to town from Ely and want to book a train.,find_train
I will be going to Broxbourne.,find_train
i am looking for a train. The train should go to broxbourne and should leave on sunday,find_train
I also need a train from stansted airport and go to cambridge.,find_train
I am planning a trip and need to book a train to Birmingham.,find_train
I am also looking for a train leaving from leicester to cambridge.,find_train
I'm also looking for a train to London Kings Cross.,find_train
"I'm looking for a train that goes to cambridge, leaving after 12:30 on monday",find_train
Great Thank you. I also need to look for a train departing from Ely to Cambridge on a Tuesday.,find_train
I would like to book a train for Tuesday at 18:45 departing at bishops stortford and arrive at Cambridge.,find_train
I am looking for information in Cambridge.,find_train
I am also am looking for a train that goes to kings lynn. I need to arrive by 12:30. Can you help me book a train?,find_train
I need a train out to London Liverpool Street on Saturday.,find_train
"looking for a train in Cambridge,should depart from stansted airport and should leave on saturday",find_train
I'm also looking for a train that goes to Cambridge on Thursday.,find_train
I need to book a train that leaves Cambridge after 17:30.,find_train
No that's all I needed. Can you find me a train that arrives to Cambridge by 8:45 from Norwich?,find_train
I am looking for a train.,find_train
I am looking for a train leaving from Birmingham New Street and arriving by 16:00.,find_train
I also need a train to Peterborough on Tuesday,find_train
I need a train that leaves cambridge on monday after 09:15,find_train
I'm heading out of Cambridge on Sunday. Please find me a train,find_train
"Actually yes, I need a train to Cambridge. Please get me one that arrives by 08:30",find_train
"Yeah, I need a train to get to Cambridge by 13:45.",find_train
I need to book a train for Monday.,find_train
I am looking for information in Cambridge.,find_train
"Thanks for that, I am also looking for a train that should arrive by 14:15 and should leave on Thursday.",find_train
Can you help me find a train from cambridge?,find_train
Where's the train that leaves around 14:45? It should also be going to cambridge as well.,find_train
I need a train from Cambridge as well.,find_train
I am looking to book a train ticket. It needs to arrive by 11:00 and it has to leave on Saturday,find_train
Excellent. I also need a train to ely.,find_train
I'm looking for train information that leaves broxbourne after 0800. Can you help?,find_train
"I need a train that will be leaving from cambridge by 16:30, can you help me with this please?",find_train
I am looking to book a train. I need to leave Cambridge and go to London Liverpool Street.,find_train
I need to take a train from cambridge to London Kings Cross,find_train
I want a train that is leaving from cambridge.,find_train
I'd like to find a train that will arrive in Cambridge by 19:30.,find_train
I am looking for information in Cambridge and looking for places to go in town. Can you assist?,find_train
Great info. I need help with a train to london kings cross that leaves after 14:00.,find_train
"I need a train to Broxbourne, that arrives by 20:30.",find_train
"Yes, I need a train on the same day from ely to cambridge.",find_train
I am looking for a train leaving Peterborough on Thursday. Can you help me?,find_train
Can you help me find a train that leaves cambridge? I would also like to request that it be leaving on a tuesday.,find_train
I am planning a trip for Cambridge,find_train
I would like a train that is going by cambridge.,find_train
I am looking for a train from kings lynn.,find_train
Hey! Trying to locate a train that goes to broxbourne and would leave right after 17:45.,find_train
"Yes, please. I am also looking for a train.",find_train
That's great I'm also looking for a train to go to broxbourne and it should leave after 12:45,find_train
"Hi, can you help me figure out a train schedule, please? I need to travel to London Liverpool Street sometime after 18:45.",find_train
I am looking for information in Cambridge,find_train
I want to depart from broxbourne after 16:00,find_train
"Hi, I need a train out of Cambridge, thanks!",find_train
"Hi, I am looking for a train that is leaving on friday after 13:15.",find_train
Do you have a train less early? One that arrives around 16:15?,find_train
I need to find a train leaving after 21:30 from Cambridge.,find_train
I want a train leaving on saturday.,find_train
I need to book a train as well.,find_train
I'm looking for a train leaving on tuesday please.,find_train
"Yes, please and thank you. I'd like to learn about the train schedule if you can help me with that? I'll be traveling from London King's Cross to Cambridge.",find_train
I'm looking for a train from london liverpool street.,find_train
Thanks. The train to Cambridge should arrive by 15:30 on Sunday.,find_train
Great. Can you help me with a train as well? I'm looking to come in from Ely.,find_train
i want to go from cambridge to london kings cross.,find_train
I am looking for a train departing Bishops Stortford and going to Cambridge.,find_train
"Hi, I am looking for a train that will be arriving by 16:00 in Cambridge.",find_train
I need a train going to bishops stortford leaving after 16:15. I need eight tickets and the reference number please.,find_train
Yes. I do need the booking number and would also like to check into a train.,find_train
I would like to leave after 12:30,find_train
Which trains arrive in Cambridge by 17:15?,find_train
I want a train that leaves from Cambridge on Monday.,find_train
Can you also help me find a train?,find_train
"Hi there, I'm looking for a train that gets into Cambridge by 09:30",find_train
I also need a train going from Cambridge to Peterborough on Sunday.,find_train
I want a train that is leaving from broxbourne.,find_train
I am looking for a train to Cambridge leaving by 13:45,find_train
Can you help me find a train leaving after 9:15 going to Ely? Thanks.,find_train
I also need to book a train. It needs to go to Cambridge and leave on Sunday.,find_train
Thanks. Could you check on a train for me from london kings cross?,find_train
I need a train to broxbourne on thursday.,find_train
Great. I also need a train to stevenage.,find_train
Yes please. I'm also looking for a train from london kings cross on that same day.,find_train
I am looking for information in Cambridge,find_train
I also need a train to Cambridge.,find_train
That would be fine. I also need a train that leaves after 21:30 on wednesday.,find_train
"Hi, could you possibly help me find a train for my upcoming trip? I've been put in charge of the plans.",find_train
"Hi, I'm looking for a train that leaves after 12:00 and departs from Cambridge.",find_train
I need a train to Broxbourne.,find_train
"Actually, could you help find a train as well? To Norwich?",find_train
Alright that's fine. Can I get a train that departs from London Liverpool Street and arrives there by 19:30?,find_train
I need a train to Norwich. I need to get there right before 20:45.,find_train
I would like to take a train from Cambridge to Leicester. I have to get there for a dinner by 19:15.,find_train
I am going to cambridge and need a place to stay,find_train
I need a train to cambride.,find_train
Can you help me find a train headed to Cambridge on Sunday?,find_train
No but I am needing a train to stevenage.,find_train
I am going to cambridge for a one week holiday. I need to take a train from Leicester on Sunday.,find_train
I need train reservations from Cambridge to stevenage,find_train
I need to go from cambride to birmingham new street.,find_train
Hello there. Can you please find me a train schedule that leaves on Wednesday heading for Cambridge?,find_train
"Yeah, Tuesday. Thanks.",find_train
"Hi, can you help me find a train on Monday, please?",find_train
I am looking for train leaving on Friday.,find_train
I want a train leaving on thursday.,find_train
I'm traveling to cambridge and I need a train that leaves on friday.,find_train
I'm looking for a train leaving on Friday that arrives by 1:45 PM. Can you help me?,find_train
"Not now, but I do need a train to cambridge that leaves after 19:45.",find_train
I am looking for information in Cambridge.,find_train
Not at this time but I would like a train departing from Stevenage going to Cambridge on a Monday leaving after 15:00.,find_train
I am looking for a train leaving Cambridge. I need to arrive by 18:45.,find_train
Thanks so much. Are you able to help with train schedules too?,find_train
I'm looking for a train please going to cambridge.,find_train
I also need to get a train on the same day as the restaurant booking,find_train
"Great, thanks. I am also looking for a train to Kings Lynn. I can't leave till after 18:00 though.",find_train
Can you help me find a train coming from kings lynn leaving on sunday?,find_train
I'd like a train to Ely that leaves Wednesday.,find_train
"That's it, thank you. I'm also looking for info on trains that leave Bishops Stortford on Thursday.",find_train
I need a train to stansted airport. I'd like to arrive by at least 21:45,find_train
"I'm looking for a train to Stevenage, please.",find_train
No I just needed that information. I am also looking for a train from Peterborough to Cambridge.,find_train
I am looking for a train departing for Cambridge after 8:15am.,find_train
Hello! I am looking for places to stay in Cambridge. Can you help me with this?,find_train
Yes. I would like to leave at 15:15 on Friday.,find_train
Yes I need a train going to broxbourne Monday.,find_train
"Hi, I'm looking to book a train to Cambridge, that leaves around 16:00.",find_train
I also need a train.,find_train
I am looking for a train to ely on wednesday.,find_train
I am planning to visit cambridge and would like a train leaving on thursday.,find_train
"Hi, I'm looking for a train from Cambridge on Wednesday. Can you help?",find_train
I want a train leaving on sunday.,find_train
"Great, thank you. I am also needing to book a train for a Sunday departure after 16:30. Can you help me with that?",find_train
Can I get a train to Cambridge on Friday?,find_train
I'm going to cambridge and I need a train that leaves on wednesday.,find_train
Going to Cambridge.,find_train
I'm planning my trip and I need a train going to broxbourne and arrive by 17:30.,find_train
"Yes, I'm also needing to book a train to Cambridge; I must arrive by 12:45 and no later please.",find_train
I should depart london kings cross and arrive in cambridge by 12:45 on saturday. I just need the price of one ticket.,find_train
Thank you so much! I am also looking for a train leaving on Tuesday and going to Cambridge.,find_train
I am looking for a train for Tuesday going to Birmingham New Street.,find_train
"I'm looking for an entertaining place to go this evening in the Cambridge area, please.",find_train
I am looking for a train going to kings lynn leaving after 15:45 please,find_train
Please help me look for a train that leaves on Friday and arrives at its destination by 1:15 PM.,find_train
I'd like information on trains departing from Cambridge and arriving at London Kings Cross.,find_train
Yes I'm also looking for a train that leaves wednesday and arrives by 17:00.,find_train
Thanks! I also need a train to Broxbourne on Thursday.,find_train
I am trying to find when the train is leaving Sunday Cambridge can you help me?,find_train
I need a train departing from cambridge and should arrive by 09:15.,find_train
I need a train that is leaving from cambridge and should leave on thursday.,find_train
Book me a train from birmingham new street that leaves after 19:15.,find_train
